完整名称,IndexID,CodeName,FullName,ID,生命值,攻击力,防御力,暴击伤害,失衡值上限,能否失衡,失衡值自动回复,失衡值自动回复时限,基础失衡恢复速度,默认失衡恢复时间,失衡易伤倍率,可连携次数,初始抗打断等级,冻结时间抵抗,冰伤害抗性,火伤害抗性,电伤害抗性,物理伤害抗性,以太伤害抗性,冰异常抗性,火异常抗性,电异常抗性,物理异常抗性,以太异常抗性,冰失衡抗性,火失衡抗性,电失衡抗性,物理失衡抗性,以太失衡抗性,冰异常条,火异常条,电异常条,物理异常条,以太异常条,基础积蓄上限提升系数,能量球掉落,未知变量（1.7版本新增）,标签列表,70级最大生命值,70级最大攻击力,70级最大失衡值上限,60级及以上防御力
哈提,11124,Monster_HatiGrey,Hati,900011124,6059,106,54,0.5,2459,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 强化型, 中体型, 灰色, 非装甲",1502329.05,3456.2466,5778.65,857.52
哈提·蓄能型,11125,Monster_HatiRed,Hati - Energized,900011125,5890,92,54,0.5,2168,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 非强化型, 中体型, 红色, 非装甲",1460425.5,2999.7612,5094.8,857.52
哈提·蓄能型,11126,Monster_HatiRed,Hati - Energized,900011126,6059,106,54,0.5,2459,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 强化型, 中体型, 红色, 非装甲",1502329.05,3456.2466,5778.65,857.52
哈提头犬·蓄能型,11127,Monster_HatiRedBoss,Hati Pack Leader — Energized,900011127,20548,132,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,30001,30012,30003,30004,30005,0.0,5.0,100,"以骸, 首领, 中体型, 红色, 非装甲",5094876.6,4304.0052,13026.05,952.8
哈提·蓄能型,11128,Monster_HatiRed,Hati - Energized,900011128,6059,106,54,0.5,2459,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 强化型, 中体型, 红色, 非装甲, 合作",1502329.05,3456.2466,5778.65,857.52
萨提尔,11141,Monster_Satyrus,Faun,900011141,1123,66,36,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 非强化型, 小体型, 黑色",278447.85,2152.0026,1410.0,571.68
萨提尔,11142,Monster_Satyrus,Faun,900011142,1373,66,36,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 强化型, 小体型, 黑色",340435.35,2152.0026,2115.0,571.68
萨提尔·蓄能型,11143,Monster_SatyrusRed,Faun - Energized,900011143,1123,66,36,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 非强化型, 小体型, 红色",278447.85,2152.0026,1410.0,571.68
萨提尔·蓄能型,11144,Monster_SatyrusRed,Faun - Energized,900011144,1373,66,36,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 强化型, 小体型, 红色",340435.35,2152.0026,2115.0,571.68
初生杜拉罕,11152,Monster_DurahanBlackBoss,Newborn Dullahan,900011152,16778,120,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 中体型, 黑色, 首领, 初生",4160105.1,3912.732,13026.05,952.8
杜拉罕,11154,Monster_DurahanGrey,Dullahan,900011154,7097,97,58,0.5,3502,True,0.0,0.0,0.1,10.0,0.5,2,3,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 非强化型, 中体型, 灰色",1759701.15,3162.7917,8229.7,921.04
杜拉罕,11155,Monster_DurahanGrey,Dullahan,900011155,7351,111,58,0.5,3972,True,0.0,0.0,0.1,10.0,0.5,2,5,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 强化型, 中体型, 灰色",1822680.45,3619.2771,9334.2,921.04
恶名·杜拉罕,11156,Monster_DurahanBoss,Notorious - Dullahan,900011156,16778,120,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 中体型, 首领",4160105.1,3912.732,13026.05,952.8
杜拉罕·蓄能型,11157,Monster_DurahanRed,Dullahan - Energized,900011157,7097,97,58,0.5,3502,True,0.0,0.0,0.1,10.0,0.5,2,3,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 非强化型, 中体型, 红色",1759701.15,3162.7917,8229.7,921.04
杜拉罕·蓄能型,11158,Monster_DurahanRed,Dullahan - Energized,900011158,7351,111,58,0.5,3972,True,0.0,0.0,0.1,10.0,0.5,2,5,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 强化型, 中体型, 红色",1822680.45,3619.2771,9334.2,921.04
袭扰猎兵,11161,Monster_StrikeJaeger,Harrier Jaeger,900011161,1240,66,40,0.5,600,True,0.0,0.0,0.5,2.0,1.0,1,1,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,10001,10002,10013,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 黑色",307458.0,2152.0026,1410.0,635.2
袭扰猎兵,11162,Monster_StrikeJaeger,Harrier Jaeger,900011162,1615,66,40,0.5,900,True,0.0,0.0,0.5,2.0,1.0,1,1,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,10001,10002,10013,10004,10005,0.0,,50,"生物, 强化型, 小体型, 黑色",400439.25,2152.0026,2115.0,635.2
掠袭猎兵,11163,Monster_StrikeJaegerCam,Strike Jaeger,900011163,1240,66,40,0.5,600,True,0.0,0.0,0.5,2.0,1.0,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 防卫军",307458.0,2152.0026,1410.0,635.2
掠袭猎兵,11164,Monster_StrikeJaegerCam,Strike Jaeger,900011164,1615,66,40,0.5,900,True,0.0,0.0,0.5,2.0,1.0,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 强化型, 小体型, 防卫军",400439.25,2152.0026,2115.0,635.2
恶名·塔纳托斯,11181,Monster_DeathXIIIBoss,Notorious - Thanatos,900011181,18493,120,60,0.5,3880,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 中体型, 首领",4585339.35,3912.732,9118.0,952.8
塔纳托斯,11184,Monster_DeathXIIIGrey,Thanatos,900011184,7951,97,45,0.5,2451,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 非强化型, 中体型, 灰色",1971450.45,3162.7917,5759.85,714.6
塔纳托斯,11185,Monster_DeathXIIIGrey,Thanatos,900011185,8179,101,54,0.5,2781,True,0.0,0.0,0.1,10.0,1.0,2,5,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 强化型, 中体型, 灰色",2027983.05,3293.2161,6535.35,857.52
塔纳托斯·蓄能型,11186,Monster_DeathXIIIRed,Thanatos - Energized,900011186,7951,88,54,0.5,2451,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 非强化型, 中体型, 红色",1971450.45,2869.3368,5759.85,857.52
塔纳托斯·蓄能型,11187,Monster_DeathXIIIRed,Thanatos - Energized,900011187,8179,101,54,0.5,2781,True,0.0,0.0,0.1,10.0,1.0,2,5,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 强化型, 中体型, 红色",2027983.05,3293.2161,6535.35,857.52
装甲哈提,11192,Monster_HatiArmoredGrey,Armored Hati,900011192,6491,116,54,0.5,2648,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 非强化型, 中体型, 灰色, 装甲",1609443.45,3782.3076,6222.8,857.52
装甲哈提,11194,Monster_HatiArmoredGrey,Armored Hati,900011194,6491,116,54,0.5,2648,True,0.0,0.0,0.1,10.0,1.0,2,5,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 强化型, 中体型, 灰色, 装甲",1609443.45,3782.3076,6222.8,857.52
恶名·哈提,11195,Monster_HatiArmoredBoss,Notorious - Hati,900011195,15411,120,60,0.5,3880,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 中体型, 装甲, 首领",3821157.45,3912.732,9118.0,952.8
装甲哈提·蓄能型,11196,Monster_HatiArmoredRed,Armored Hati - Energized,900011196,6311,102,54,0.5,2335,True,0.0,0.0,0.1,10.0,1.0,2,3,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 非强化型, 中体型, 红色, 装甲",1564812.45,3325.8222,5487.25,857.52
装甲哈提·蓄能型,11197,Monster_HatiArmoredRed,Armored Hati - Energized,900011197,6491,116,54,0.5,2648,True,0.0,0.0,0.1,10.0,1.0,2,5,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 强化型, 中体型, 红色, 装甲",1609443.45,3782.3076,6222.8,857.52
霍普利泰,11203,Monster_GolemGrey,Hoplitai,900011203,1123,60,46,0.5,600,True,0.0,0.0,0.1538,6.501951,0.25,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 非强化型, 小体型, 灰色",278447.85,1956.366,1410.0,730.48
霍普利泰,11204,Monster_GolemGrey,Hoplitai,900011204,1373,60,46,0.5,900,True,0.0,0.0,0.1538,6.501951,0.25,1,1,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,10001,10002,10003,10004,10015,0.0,,50,"以骸, 强化型, 小体型, 灰色",340435.35,1956.366,2115.0,730.48
霍普利泰·蓄能型,11205,Monster_GolemRed,Hoplitai - Energized,900011205,1123,60,46,0.5,600,True,0.0,0.0,0.1538,6.501951,0.25,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 非强化型, 小体型, 红色",278447.85,1956.366,1410.0,730.48
霍普利泰·蓄能型,11206,Monster_GolemRed,Hoplitai - Energized,900011206,1373,60,46,0.5,900,True,0.0,0.0,0.1538,6.501951,0.25,1,1,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,10001,10012,10003,10004,10005,0.0,,50,"以骸, 强化型, 小体型, 红色",340435.35,1956.366,2115.0,730.48
阿劳恩,11213,Monster_ArlauneGrey,Arlaune,900011213,4905,53,45,0.5,2335,True,0.0,0.0,0.1428,7.002801,1.0,2,3,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 非强化型, 中体型, 灰色",1216194.75,1728.1233,5487.25,714.6
阿劳恩,11214,Monster_ArlauneGrey,Arlaune,900011214,5062,60,45,0.5,2648,True,0.0,0.0,0.1428,7.002801,1.0,2,5,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 强化型, 中体型, 灰色",1255122.9,1956.366,6222.8,714.6
阿劳恩·蓄能型,11215,Monster_ArlauneRed,Arlaune - Energized,900011215,4905,53,45,0.5,2335,True,0.0,0.0,0.1428,7.002801,1.0,2,3,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 非强化型, 中体型, 红色",1216194.75,1728.1233,5487.25,714.6
阿劳恩·蓄能型,11216,Monster_ArlauneRed,Arlaune - Energized,900011216,5062,60,45,0.5,2648,True,0.0,0.0,0.1428,7.002801,1.0,2,5,0.5,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,20001,20012,20003,20004,20005,0.0,3.0,75,"以骸, 强化型, 中体型, 红色",1255122.9,1956.366,6222.8,714.6
铁道地精,11222,Monster_GoblinMetro,Metro Goblin,900011222,7097,97,45,0.5,3502,True,0.0,0.0,0.1,10.0,0.5,2,3,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 非强化型, 铁道地精, 中体型, 黑色",1759701.15,3162.7917,8229.7,714.6
铁道地精,11224,Monster_GoblinMetro,Metro Goblin,900011224,7351,111,45,0.5,3972,True,0.0,0.0,0.1,10.0,0.5,2,5,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 强化型, 铁道地精, 中体型, 黑色",1822680.45,3619.2771,9334.2,714.6
地精,11225,Monster_GoblinGrey,Goblin,900011225,7097,97,45,0.5,3502,True,0.0,0.0,0.1,10.0,0.5,2,3,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 非强化型, 地精, 中体型, 灰色",1759701.15,3162.7917,8229.7,714.6
地精,11226,Monster_GoblinGrey,Goblin,900011226,7351,111,45,0.5,3972,True,0.0,0.0,0.1,10.0,0.5,2,5,0.5,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,20001,20002,20003,20004,20015,0.0,3.0,75,"以骸, 强化型, 地精, 中体型, 灰色",1822680.45,3619.2771,9334.2,714.6
初生死路屠夫,11233,Monster_Cottus,Newborn Dead End Butcher,900011233,10086,120,60,0.5,5991,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 大体型, 死路屠夫1阶段, 黑色, 主线首领",2500823.7,3912.732,14078.85,952.8
初生死路屠夫,11234,Monster_Cottus,Newborn Dead End Butcher,900011234,16778,120,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 大体型, 死路屠夫2阶段, 黑色, 主线首领",4160105.1,3912.732,13026.05,952.8
死路屠夫,11235,Monster_CottusGrey,Dead End Butcher,900011235,10086,120,60,0.5,5991,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 大体型, 死路屠夫1阶段, 灰色, 主线首领",2500823.7,3912.732,14078.85,952.8
死路屠夫,11236,Monster_CottusGrey,Dead End Butcher,900011236,16778,120,60,0.5,5543,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 大体型, 死路屠夫2阶段, 灰色, 主线首领",4160105.1,3912.732,13026.05,952.8
初生死路屠夫,11237,Monster_Cottus,Newborn Dead End Butcher,900011237,17218,120,60,0.5,5991,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 大体型, 死路屠夫1阶段, 黑色, 仅1阶段, 主线首领",4269203.1,3912.732,14078.85,952.8
死路屠夫,11238,Monster_CottusGrey,Dead End Butcher,900011238,17218,120,60,0.5,5991,True,0.0,0.0,0.0833,12.0048,0.5,3,5,0.75,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.2,30001,30002,30003,30004,30015,0.0,5.0,100,"以骸, 大体型, 死路屠夫1阶段, 灰色, 仅1阶段, 主线首领",4269203.1,3912.732,14078.85,952.8
黄金邦布,11241,Monster_GoldenBomb,Golden Bangboo,900011241,2704,34,45,0.5,1334,True,0.0,0.0,0.1,10.0,0.5,2,1,0.5,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 小体型, 黄金邦布, 邦布",670456.8,1108.6074,3134.9,714.6
黄金邦布,11242,Monster_GoldenBomb,Golden Bangboo,900011242,2704,34,45,0.5,1334,True,0.0,0.0,0.1,10.0,0.5,2,5,0.5,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 小体型, 黄金邦布, 测试, 邦布",670456.8,1108.6074,3134.9,714.6
白金邦布,11245,Monster_PlatinumBangboo,Platinum Bangboo,900011245,2704,34,45,0.5,1334,True,0.0,0.0,0.1,10.0,0.5,2,1,0.5,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.2,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"机械, 小体型, 白金邦布, 邦布",670456.8,1108.6074,3134.9,714.6
先锋猎兵,11251,Monster_LightJaeger,Scout Jaeger,900011251,1123,66,40,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,10001,10002,10013,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 轻型, 猎兵, 黑色",278447.85,2152.0026,1410.0,635.2
先锋猎兵,11252,Monster_LightJaeger,Scout Jaeger,900011252,1373,66,40,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,10001,10002,10013,10004,10005,0.0,,50,"生物, 强化型, 小体型, 轻型, 猎兵, 黑色",340435.35,2152.0026,2115.0,635.2
轻装猎兵,11253,Monster_LightJaegerCam,Light Jaeger,900011253,1123,66,40,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 轻型, 猎兵, 防卫军",278447.85,2152.0026,1410.0,635.2
轻装猎兵,11254,Monster_LightJaegerCam,Light Jaeger,900011254,1373,66,40,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 强化型, 小体型, 轻型, 猎兵, 防卫军",340435.35,2152.0026,2115.0,635.2
先锋猎兵,11255,Monster_LightJaeger,Scout Jaeger,900011255,1373,66,40,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,10001,10002,10013,10004,10005,0.0,,50,"生物, 强化型, 小体型, 轻型, 猎兵, 黑色, 合作",340435.35,2152.0026,2115.0,635.2
突击炮手,11261,Monster_HeavyFirePower,Assault Gunner,900011261,6640,93,54,0.5,2653,True,0.01,0.0,0.1,10.0,0.5,2,3,0.5,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"生物, 非强化型, 中体型, 黑色",1646388.0,3032.3673,6234.55,857.52
突击炮手,11262,Monster_HeavyFirePower,Assault Gunner,900011262,6843,106,54,0.5,3030,True,0.01,0.0,0.1,10.0,0.5,2,5,0.5,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,0.2,-0.2,0.0,0.0,20001,20002,20013,20004,20005,0.0,3.0,75,"生物, 强化型, 中体型, 黑色",1696721.85,3456.2466,7120.5,857.52
重装炮手,11263,Monster_HeavyFirePowerCam,Heavy Gunner,900011263,6640,93,54,0.5,2653,True,0.01,0.0,0.1,10.0,0.5,2,3,0.5,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,20001,20012,20003,20004,20005,0.0,3.0,75,"生物, 非强化型, 中体型, 防卫军",1646388.0,3032.3673,6234.55,857.52
重装炮手,11264,Monster_HeavyFirePowerCam,Heavy Gunner,900011264,6843,106,54,0.5,3030,True,0.01,0.0,0.1,10.0,0.5,2,5,0.5,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,20001,20012,20003,20004,20005,0.0,3.0,75,"生物, 强化型, 中体型, 防卫军",1696721.85,3456.2466,7120.5,857.52
重装炮手,11265,Monster_HeavyFirePowerCam,Heavy Gunner,900011265,6843,106,54,0.5,3030,True,0.01,0.0,0.1,10.0,0.5,2,5,0.5,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,0.0,-0.2,0.0,-0.2,0.2,20001,20012,20003,20004,20005,0.0,3.0,75,"生物, 强化型, 中体型, 防卫军, 合作",1696721.85,3456.2466,7120.5,857.52
整训猎兵,11271,Monster_MeleeJaeger,Private Jaeger,900011271,1123,66,40,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,10001,10002,10013,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 近战, 猎兵, 黑色",278447.85,2152.0026,1410.0,635.2
整训猎兵,11272,Monster_MeleeJaeger,Private Jaeger,900011272,1373,66,40,0.5,900,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,10001,10002,10013,10004,10005,0.0,,50,"生物, 强化型, 小体型, 近战, 猎兵, 黑色",340435.35,2152.0026,2115.0,635.2
新晋猎兵,11273,Monster_MeleeJaegerCam,Rookie Jaeger,900011273,1123,66,40,0.5,600,True,0.0,0.0,0.1538,6.501951,0.5,1,1,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.2,0.0,10001,10012,10003,10004,10005,0.0,,50,"生物, 非强化型, 小体型, 近战, 猎兵, 防卫军",278447.85,2152.0026,1410.0,635.2
